overall,reviewText,summary
4,"I recently endeavored on a hunt for a very low-shaft casual boot to wear with leggings and skinny jeans when it is cold enough in Florida that we actually need closed-toe shoes. At the end of two weeks of more purchases and returns than anyone (including my husband) thought was humanly possible, I ended up deciding that I just can not pull off the ""leggings and ankle boots"" look. I think it is a combination of my big-ish (size 9) feet with relatively skinny legs. But at the end of the day, I ended up looking like a little girl trying on her dad's work boots with every single pair I tried on.

That being said, these Blowfish boots were the ONLY ones that I actually considered keeping. The shaft height was the lowest of all that I tried, and I found this height to be the most flattering because they didn't visually cut my legs off at an awkward spot. They were also one of the more comfortable pairs that I tried on. But they fit my feet oddly. The space between the footbed and the top of the shoe was REALLY big; like, my foot just swam in them ""vertically"". But horizontally was a different story. The front of the boot starts tapering very early, so these felt tight on my toes even though I don't have wide feet. It was just a very bizarre fit. Plus, the pointy-ness of the front of the shoe just caused them to be longer than they needed to be, and made my already large foot look ridiculous.

So, like all the others, these went back. But I do think they were the best of the bunch.","Best of all that I tried, but I still sent them back."
4,"Nice looking watch may be a little bligy for some it certaiky stands out.  I wear it weith turquoiz cuff links and it goes well.  Watch mechanism us accurate haven't hsd to set it in over a month, bandvwss large enough fgor a large wrist(240 lbs) and a worker.  The picture of the watch is representative of the asrtice there asre three non working decorative disls and a nin workung decorative benzil.  It is easy to set just pull out the stem and rotate the hasnds.  Has a working second hand why only four stars two reasons the romasn number IV is printed IIII, and I read an article in readers digest stazting many fake reviews asre in the 5 star caregory asnd I didf,t want to be associated with them. not a watch you wouldvwant to wesr on the job but grest to dress with bling",great watch for tthe price.
4,Love this!  Perfect to make me more comfy on the boat!,Love this! Perfect to make me more comfy on ...
4,"I had my bridesmaids wear these for my wedding. They all looked absolutely stunning and were complemented the whole night! They were all super comfortable and perfect for the occasion. However, many of the girls had to have minor alterations because their smalls were too big for some of my girls. Overall, awesome product!",They were all super comfortable and perfect for the occasion
4,cute,Four Stars
4,"If only my eyes were younger or the digital clock was a bit larger. Otherwise, this is one niiiiiice watch.",Almost perfect
4,I like it. Its a little hard to read at first but you get used to it. Ut gets a lot of looks too. For the price its a fun and good looking watch.,It's worth the price
4,Veey pretty shoe. No way to adjust the strap. To wide for my foot.,Four Stars
4,"The bag is nice quality, the lining is nice, but a little small for a weekender I. I think it looks richer in the picture for some reason.","The bag is nice quality, the lining is nice"
4,"My daughter is in the 30% percentile for her height. So she's on the smallish side, and she's not quite 2. I bought it in a 2T, so the outer shell is big on her. It's a little more coat than she needs in our warm climate, but it's nice to have options. She mostly wears the insert, which is easy to clean fabric just like the outer shell.  I appreciate being able to get three coats in one, and I believe it will last her for next winter as well.",A good purchase
4,Love the comfort and look of these.  Very versatile you can dress them up or down.  Warm in the cold NH months.  I think they fit slightly smaller than I expected.  I typically wear a small in most leggings but think a medium may have been better in these.  I still love them though,Love the comfort and look of these
4,Can use this as a summer coverup,Four Stars
4,the sandals fits a little tight,Little tight
4,Got this one in yellow for a steal. The quality and fit exceeded what I paid for it. Just make sure to reapply sunblock often or you will have weird tan lines,Got this one in yellow for a steal. The ...
4,Good quality. Bigger than I expected but it has a lot of pickets and compartments which i really like.,compartments and pockets galore:)
4,"Item is loose fitting which is what I was hoping for.  I am 5'6, 36DD in the chest and the large still fits loose. The material is thinner than I had hoped but all in all, I'm satisfied.",I'm satisfied.
4,"awesome sweatshirt but hood isn't too big,but despite that best sweatshirt ever",Great sweatshirt
4,Works well.,Four Stars
4,"I wear a 7 3/8 cap size and the smaller helmet fit me, albeit snugly. I didn't want to run the risk of looking like a Star Lord bobble head.

Im subtracting one star because I had to secure the battery pack, wiring, and foam lining on the inside of he mask with contact cement - since as is it was basically dangling around in the mask. I also had to add some additional paint detailing. Overall this helmet color scheme is too light, but not enough to ruin the look. The clear lenses with red LEDs are a nice touch. You can definitely see with lights off, but lights on is fairly difficult (and almost impossible in a dark environment).",Needs a little work but is a great starting point
4,Liked,Four Stars
4,"teeny bit too small, compared to the exact same style but bright silver that i bought at tj maxx. still, love them and the compliments i get on them: >",fun for nighttime
4,runs somewhat small but most tank tops do.,Four Stars
4,The pockets weren't properly cut all the way or got sewed afterwards. Also the button wholes weren't cut either and some threads hanging out but I still loved it.,Also the button wholes weren't cut either and some threads hanging out but I still loved it.
4,"Love the octopus and this ring is really perfect, the only problem is than in sometimes it's uncomfortable not so much depends of the finger that you use.",Lovely Octopus
4,"Very handsome looking boots! It is hard for my 7-year-old to put on by himself. I need to use a shoes tongue to help him. Once it is on, my boy told me he loves it... it's super comfy!","very nice & comfy, but need help to put on"
4,Shipping was quick but watch the sizing.  I ordered a women's medium for my 12 year old daughter and it was almost too small.,Shipping was quick but watch the sizing. I ordered ...
4,t is a quality piece of pair but it isn't fit to my feet  couldn't wear it. normally  am between 9.5 and 10 but this boots somewhat small in 9.5 size consider this when you think about order HH shoes.,t is a quality piece of pair but it isn't ...
4,"Super cute & fun! Well made, however, a the purse itself is a little larger than I expected. The strap is adjustable, so that's good.",Super cute & fun
4,"There is a size variation between the two shirts, on fits as expected, the other is a little small. The quality seems to be good.",Variation in size between the two shirts but good quality.
4,"Quality hat, looks dressy and casual.  Comfortable fit as well.",Comfortable fit as well
